Starting Experiment: slimpajama_llama_nlayers8_nhead6_lr0.002_sched_wsd_warmup0_decay_linear_0.1_iter15000_bs50x4_ws1_finalrfactor0.1_seed0_data_seed1337
Experiment Directory: /mntcephfs/lab_data/chenyupeng/senmiao_jaggi_exp_results/slimpajama_llama_nlayers8_nhead6_lr0.002_sched_wsd_warmup0_decay_linear_0.1_iter15000_bs50x4_ws1_finalrfactor0.1_seed0_data_seed1337
Config:
{'config_format': 'base', 'experiment_name': None, 'seed': 0, 'data_seed': 1337, 'eval_interval': 200, 'full_eval_at': [], 'eval_batches': 32, 'device': 'cuda:0', 'distributed_backend': None, 'log_interval': 50, 'results_base_folder': '/mntcephfs/lab_data/chenyupeng/senmiao_jaggi_exp_results', 'permanent_ckpt_interval': 0, 'latest_ckpt_interval': 0, 'resume_from': None, 'resume_from_swa': None, 'auto_resume': True, 'checkpoint_steps': [0, 100, 300, 900, 1500, 3000, 6000, 9000, 12000, 13500, 14250, 15000], 'wandb': True, 'wandb_project': 'my-project', 'wandb_run_prefix': 'none', 'eval_seq_prefix': 'none', 'log_dynamics': False, 'dynamics_logger_cfg': './src/logger/rotational_logger.yaml', 'scheduler': 'wsd', 'cos_inf_steps': 0, 'iterations': 15000, 'warmup_steps': 0, 'lr': 0.002, 'wsd_final_lr_scale': 0.1, 'wsd_fract_decay': 0.1, 'decay_type': 'linear', 'opt': 'adamw', 'batch_size': 50, 'acc_steps': 4, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'grad_clip': 1.0, 'weight_average': False, 'wa_interval': 5, 'wa_horizon': 500, 'wa_dtype': 'float32', 'wa_use_temp_dir': False, 'wa_sweep_horizon': False, 'max_num_wa_sweeps': 5, 'exponential_moving_average': False, 'ema_interval': 10, 'ema_decay': 0.95, 'ema_after_warmup': False, 'datasets_dir': '/mntcephfs/lab_data/chenyupeng/llm_datasets', 'dataset': 'slimpajama', 'tokenizer': 'gpt2', 'vocab_size': 50304, 'data_in_ram': False, 'model': 'llama', 'parallel_block': False, 'use_pretrained': 'none', 'from_dense': False, 'init_std': 0.02, 'dropout': 0.0, 'n_head': 6, 'n_layer': 8, 'sequence_length': 512, 'n_embd': 384, 'multiple_of': 256, 'rmsnorm_eps': 1e-05, 'dtype': 'bfloat16', 'bias': False, 'compile': True, 'mlp_dim_exp_factor': 1.0, 'world_size': 1}
Loading dataset: 'slimpajama'
/mntcephfs/lab_data/chenyupeng/llm_datasets/slimpajama6B/
Num training tokens: 5827933038
Num validation tokens: 9479563
Model:
Llama(
  (transformer): ModuleDict(
    (wte): Embedding(50304, 384)
    (drop): Dropout(p=0.0, inplace=False)
    (h): ModuleList(
      (0-7): 8 x LlamaBlock(
        (ln_1): RMSNorm()
        (attn): LlamaAttention(
          (c_attn): Linear(in_features=384, out_features=1152, bias=False)
          (c_proj): Linear(in_features=384, out_features=384, bias=False)
          (attn_dropout): Dropout(p=0.0, inplace=False)
          (resid_dropout): Dropout(p=0.0, inplace=False)
        )
        (ln_2): RMSNorm()
        (mlp): LlamaMLP(
          (w1): Linear(in_features=384, out_features=1024, bias=False)
          (w2): Linear(in_features=384, out_features=1024, bias=False)
          (c_proj): Linear(in_features=1024, out_features=384, bias=False)
        )
      )
    )
    (ln_f): RMSNorm()
  )
  (lm_head): Linear(in_features=384, out_features=50304, bias=False)
)
number of parameters: 33.48M
number of optimized parameters: 33.48M
Optimizer:
AdamW (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.95)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.002
    maximize: False
    weight_decay: 0.1
Parameter Group 1
    amsgrad: False
    betas: (0.9, 0.95)
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.002
    maximize: False
    weight_decay: 0.0
)
Compiling model ...
>Eval: Iter=0 (0.000 epochs) val_loss=10.873 val_pp=52757.392 val_acc=0.014722
Train: Iter=50 (0.001 epochs) train_loss=7.152 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=100 (0.002 epochs) train_loss=6.528 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=150 (0.003 epochs) train_loss=6.069 iter_dt=2.12e-01s lr=2.00e-03
Train: Iter=200 (0.003 epochs) train_loss=6.023 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=200 (0.004 epochs) val_loss=6.068 val_pp=431.926 val_acc=0.159969
Train: Iter=250 (0.004 epochs) train_loss=5.744 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=300 (0.005 epochs) train_loss=5.511 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=350 (0.006 epochs) train_loss=5.497 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=400 (0.007 epochs) train_loss=5.318 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=400 (0.007 epochs) val_loss=5.407 val_pp=222.901 val_acc=0.202581
Train: Iter=450 (0.008 epochs) train_loss=5.216 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=500 (0.009 epochs) train_loss=5.003 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=550 (0.010 epochs) train_loss=4.849 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=600 (0.011 epochs) train_loss=4.476 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=600 (0.011 epochs) val_loss=4.865 val_pp=129.643 val_acc=0.257093
Train: Iter=650 (0.011 epochs) train_loss=4.545 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=700 (0.012 epochs) train_loss=4.711 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=750 (0.013 epochs) train_loss=4.505 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=800 (0.014 epochs) train_loss=4.741 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=800 (0.014 epochs) val_loss=4.591 val_pp=98.565 val_acc=0.285098
Train: Iter=850 (0.015 epochs) train_loss=4.486 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=900 (0.016 epochs) train_loss=4.544 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=950 (0.017 epochs) train_loss=4.365 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1000 (0.018 epochs) train_loss=4.437 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=1000 (0.018 epochs) val_loss=4.426 val_pp=83.601 val_acc=0.302136
Train: Iter=1050 (0.018 epochs) train_loss=4.348 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1100 (0.019 epochs) train_loss=4.739 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=1150 (0.020 epochs) train_loss=4.226 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1200 (0.021 epochs) train_loss=4.267 iter_dt=2.14e-01s lr=2.00e-03
>Eval: Iter=1200 (0.021 epochs) val_loss=4.320 val_pp=75.190 val_acc=0.311166
Train: Iter=1250 (0.022 epochs) train_loss=4.320 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1300 (0.023 epochs) train_loss=4.331 iter_dt=2.15e-01s lr=2.00e-03
Train: Iter=1350 (0.024 epochs) train_loss=4.242 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=1400 (0.025 epochs) train_loss=4.004 iter_dt=2.14e-01s lr=2.00e-03
>Eval: Iter=1400 (0.025 epochs) val_loss=4.243 val_pp=69.638 val_acc=0.318577
Train: Iter=1450 (0.025 epochs) train_loss=4.245 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1500 (0.026 epochs) train_loss=4.212 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1550 (0.027 epochs) train_loss=4.243 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1600 (0.028 epochs) train_loss=4.031 iter_dt=2.14e-01s lr=2.00e-03
>Eval: Iter=1600 (0.028 epochs) val_loss=4.182 val_pp=65.507 val_acc=0.323213
Train: Iter=1650 (0.029 epochs) train_loss=4.131 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=1700 (0.030 epochs) train_loss=4.231 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1750 (0.031 epochs) train_loss=4.186 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=1800 (0.032 epochs) train_loss=4.079 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=1800 (0.032 epochs) val_loss=4.128 val_pp=62.071 val_acc=0.327264
Train: Iter=1850 (0.032 epochs) train_loss=4.145 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=1900 (0.033 epochs) train_loss=4.063 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=1950 (0.034 epochs) train_loss=3.939 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=2000 (0.035 epochs) train_loss=4.003 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=2000 (0.035 epochs) val_loss=4.090 val_pp=59.748 val_acc=0.331283
Train: Iter=2050 (0.036 epochs) train_loss=4.172 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2100 (0.037 epochs) train_loss=4.026 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2150 (0.038 epochs) train_loss=4.050 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2200 (0.039 epochs) train_loss=3.972 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=2200 (0.039 epochs) val_loss=4.063 val_pp=58.163 val_acc=0.333649
Train: Iter=2250 (0.040 epochs) train_loss=3.783 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=2300 (0.040 epochs) train_loss=4.177 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2350 (0.041 epochs) train_loss=4.108 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2400 (0.042 epochs) train_loss=4.112 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=2400 (0.042 epochs) val_loss=4.032 val_pp=56.365 val_acc=0.335883
Train: Iter=2450 (0.043 epochs) train_loss=4.095 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2500 (0.044 epochs) train_loss=3.842 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2550 (0.045 epochs) train_loss=4.032 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=2600 (0.046 epochs) train_loss=3.997 iter_dt=2.14e-01s lr=2.00e-03
>Eval: Iter=2600 (0.046 epochs) val_loss=4.006 val_pp=54.910 val_acc=0.338682
Train: Iter=2650 (0.047 epochs) train_loss=3.901 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2700 (0.047 epochs) train_loss=3.898 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2750 (0.048 epochs) train_loss=3.638 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2800 (0.049 epochs) train_loss=3.532 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=2800 (0.049 epochs) val_loss=3.987 val_pp=53.869 val_acc=0.339868
Train: Iter=2850 (0.050 epochs) train_loss=3.939 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=2900 (0.051 epochs) train_loss=4.088 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=2950 (0.052 epochs) train_loss=3.930 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3000 (0.053 epochs) train_loss=3.633 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=3000 (0.053 epochs) val_loss=3.964 val_pp=52.693 val_acc=0.342041
Train: Iter=3050 (0.054 epochs) train_loss=3.832 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3100 (0.054 epochs) train_loss=3.827 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3150 (0.055 epochs) train_loss=3.823 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3200 (0.056 epochs) train_loss=4.037 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=3200 (0.056 epochs) val_loss=3.950 val_pp=51.912 val_acc=0.342559
Train: Iter=3250 (0.057 epochs) train_loss=3.929 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3300 (0.058 epochs) train_loss=3.844 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3350 (0.059 epochs) train_loss=4.012 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3400 (0.060 epochs) train_loss=3.842 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=3400 (0.060 epochs) val_loss=3.934 val_pp=51.120 val_acc=0.344216
Train: Iter=3450 (0.061 epochs) train_loss=3.837 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3500 (0.061 epochs) train_loss=3.708 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3550 (0.062 epochs) train_loss=3.800 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3600 (0.063 epochs) train_loss=4.070 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=3600 (0.063 epochs) val_loss=3.919 val_pp=50.356 val_acc=0.345900
Train: Iter=3650 (0.064 epochs) train_loss=3.996 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3700 (0.065 epochs) train_loss=3.872 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3750 (0.066 epochs) train_loss=3.834 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3800 (0.067 epochs) train_loss=3.864 iter_dt=2.14e-01s lr=2.00e-03
>Eval: Iter=3800 (0.067 epochs) val_loss=3.906 val_pp=49.700 val_acc=0.347638
Train: Iter=3850 (0.068 epochs) train_loss=4.011 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=3900 (0.069 epochs) train_loss=3.896 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=3950 (0.069 epochs) train_loss=4.023 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=4000 (0.070 epochs) train_loss=3.604 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=4000 (0.070 epochs) val_loss=3.895 val_pp=49.160 val_acc=0.348309
Train: Iter=4050 (0.071 epochs) train_loss=3.830 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=4100 (0.072 epochs) train_loss=3.927 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=4150 (0.073 epochs) train_loss=3.595 iter_dt=2.13e-01s lr=2.00e-03
Train: Iter=4200 (0.074 epochs) train_loss=3.728 iter_dt=2.13e-01s lr=2.00e-03
>Eval: Iter=4200 (0.074 epochs) val_loss=3.884 val_pp=48.604 val_acc=0.349949
Train: Iter=4250 (0.075 epochs) train_loss=3.571 iter_dt=2.14e-01s lr=2.00e-03
Train: Iter=4300 (0.076 epochs) train_loss=3.628 iter_dt=2.13e-01s lr=2.00e-03
